Provincia,Region,Año,Tipo_Año,Escenario,Población_Total,Población_18_65,Tasa_Donacion_x1000,Donantes_Anuales,Donantes_OMS_Necesarios,Brecha_Donantes,Pct_Cumplimiento_OMS,Pct_Educacion_Superior,Tasa_Desempleo,Centros_Hemoterapia,Campañas_Donacion_Anuales,Casos_Dengue_Anual
San Luis,Cuyo,2028,Proyectado,optimista,555240,352659,19.801111845238108,10994.0,16657,5663.0,66.0,22.68419999999983,4.289999999999964,2.3,21.0,16334.0
San Luis,Cuyo,2029,Proyectado,optimista,559208,355179,19.54250232142858,10928.0,16776,5848.0,65.14,23.075799999999823,3.701999999999998,2.3,22.5,18663.0
San Luis,Cuyo,2030,Proyectado,optimista,563175,357699,19.562043988095244,11017.0,16895,5878.0,65.21,23.467399999999692,3.1140000000000327,2.3,25.5,20993.0
San Luis,Cuyo,2025,Proyectado,pesimista,543338,345099,18.746408452380955,10186.0,16300,6114.0,62.49,19.554000000000087,7.264799999999831,2.0,8.5,14016.0
San Luis,Cuyo,2026,Proyectado,pesimista,547305,347619,19.480281250000004,10662.0,16419,5757.0,64.93,19.909999999999968,6.559199999999874,2.0,9.35,17511.0
San Luis,Cuyo,2027,Proyectado,pesimista,551273,350139,19.711903750000012,10867.0,16538,5671.0,65.71,20.265999999999963,5.853599999999915,2.0,11.049999999999999,21006.0
San Luis,Cuyo,2028,Proyectado,pesimista,555240,352659,19.743149583333338,10962.0,16657,5695.0,65.81,20.621999999999844,5.147999999999956,2.0,11.9,24501.0
San Luis,Cuyo,2029,Proyectado,pesimista,559208,355179,19.530356726190483,10922.0,16776,5854.0,65.1,20.977999999999838,4.4423999999999975,2.0,12.75,27994.5
San Luis,Cuyo,2030,Proyectado,pesimista,563175,357699,19.532196726190485,11000.0,16895,5895.0,65.11,21.33399999999972,3.736800000000039,2.0,14.45,31489.5
Santa Cruz,Patagonia,2025,Proyectado,base,341492,217012,23.09625978174603,7887.0,10245,2358.0,76.99,21.938999999999965,4.315999999999576,1.0,5.0,544.0
Santa Cruz,Patagonia,2026,Proyectado,base,344573,218971,23.020824186507944,7932.0,10337,2405.0,76.74,22.249999999999886,3.6379999999996926,1.0,6.0,679.0
Santa Cruz,Patagonia,2027,Proyectado,base,347654,220929,23.023320376984138,8004.0,10430,2426.0,76.74,22.560999999999808,2.959999999999809,1.0,6.0,814.0
Santa Cruz,Patagonia,2028,Proyectado,base,350736,222887,23.017574821428575,8073.0,10522,2449.0,76.73,22.87199999999973,2.281999999999698,1.0,7.0,949.0
Santa Cruz,Patagonia,2029,Proyectado,base,353817,224845,23.019549821428576,8145.0,10615,2470.0,76.73,23.18299999999965,1.6039999999998145,1.0,7.0,1084.0
Santa Cruz,Patagonia,2030,Proyectado,base,356899,226804,22.968421071428576,8197.0,10707,2510.0,76.56,23.493999999999573,1.0,1.0,8.0,1219.0
Santa Cruz,Patagonia,2015,Histórico,historico,311871,198189,23.26,7254.0,9356,2102.0,77.53,19.54,7.06,1.0,4.0,2.0
Santa Cruz,Patagonia,2016,Histórico,historico,314693,199982,23.31,7335.0,9441,2106.0,77.7,19.11,5.96,1.0,4.0,1.0
Santa Cruz,Patagonia,2017,Histórico,historico,318921,202669,22.44,7157.0,9568,2411.0,74.8,19.33,5.61,1.0,3.0,1.0
Santa Cruz,Patagonia,2018,Histórico,historico,319515,203046,22.42,7164.0,9585,2421.0,74.73,19.88,5.83,1.0,3.0,3.0
Santa Cruz,Patagonia,2019,Histórico,historico,323326,205468,22.49,7272.0,9700,2428.0,74.97,19.59,5.92,1.0,4.0,2.0
Santa Cruz,Patagonia,2020,Histórico,historico,326252,207327,19.64,6408.0,9788,3380.0,65.47,20.64,7.8,2.0,2.0,6.0
Santa Cruz,Patagonia,2021,Histórico,historico,328629,208838,18.7,6145.0,9859,3714.0,62.33,20.56,7.84,1.0,3.0,0.0
Santa Cruz,Patagonia,2022,Histórico,historico,332580,211349,23.32,7756.0,9977,2221.0,77.73,20.76,5.12,1.0,5.0,4.0
Santa Cruz,Patagonia,2023,Histórico,historico,335605,213271,23.57,7910.0,10068,2158.0,78.57,21.19,5.32,1.0,4.0,12.0
Santa Cruz,Patagonia,2024,Histórico,historico,338171,214902,23.11,7815.0,10145,2330.0,77.03,21.88,5.67,1.0,4.0,675.0
Santa Cruz,Patagonia,2025,Proyectado,optimista,341492,217012,23.0372655952381,7867.0,10245,2378.0,76.79,24.132899999999964,4.315999999999576,1.15,7.5,544.0
Santa Cruz,Patagonia,2026,Proyectado,optimista,344573,218971,23.011705595238098,7929.0,10337,2408.0,76.71,24.474999999999877,3.6379999999996926,1.15,9.0,679.0
Santa Cruz,Patagonia,2027,Proyectado,optimista,347654,220929,23.01813511904762,8002.0,10430,2428.0,76.73,24.81709999999979,2.959999999999809,1.15,9.0,814.0
Santa Cruz,Patagonia,2028,Proyectado,optimista,350736,222887,23.01102678571429,8071.0,10522,2451.0,76.7,25.159199999999704,2.281999999999698,1.15,10.5,949.0
Santa Cruz,Patagonia,2029,Proyectado,optimista,353817,224845,23.011026785714293,8142.0,10615,2473.0,76.7,25.50129999999962,1.6039999999998145,1.15,10.5,1084.0
Santa Cruz,Patagonia,2030,Proyectado,optimista,356899,226804,22.95202845238095,8192.0,10707,2515.0,76.51,25.843399999999534,1.0,1.15,12.0,1219.0
Santa Cruz,Patagonia,2025,Proyectado,pesimista,341492,217012,23.08465978174603,7883.0,10245,2362.0,76.95,21.938999999999965,5.179199999999491,1.0,4.25,816.0
Santa Cruz,Patagonia,2026,Proyectado,pesimista,344573,218971,23.063491805555554,7947.0,10337,2390.0,76.88,22.249999999999886,4.365599999999631,1.0,5.1,1018.5
Santa Cruz,Patagonia,2027,Proyectado,pesimista,347654,220929,23.002527162698406,7997.0,10430,2433.0,76.68,22.560999999999808,3.551999999999771,1.0,5.1,1221.0
Santa Cruz,Patagonia,2028,Proyectado,pesimista,350736,222887,22.979132876984128,8060.0,10522,2462.0,76.6,22.87199999999973,2.7383999999996376,1.0,5.95,1423.5
Santa Cruz,Patagonia,2029,Proyectado,pesimista,353817,224845,22.976882876984128,8130.0,10615,2485.0,76.59,23.18299999999965,1.9247999999997774,1.0,5.95,1626.0
Santa Cruz,Patagonia,2030,Proyectado,pesimista,356899,226804,22.967786071428577,8197.0,10707,2510.0,76.56,23.493999999999573,1.2,1.0,6.8,1828.5
Santa Fe,Centro,2025,Proyectado,base,3599037,2296398,22.589735198412686,81301.0,107971,26670.0,75.3,26.047999999999888,5.475999999999203,8.0,74.0,145840.0
Santa Fe,Centro,2026,Proyectado,base,3632890,2317999,22.539894742063485,81885.0,108987,27102.0,75.13,26.53999999999985,4.489999999999327,8.0,83.0,181811.0
Santa Fe,Centro,2027,Proyectado,base,3666743,2339599,22.629900277777775,82978.0,110002,27024.0,75.43,27.031999999999698,3.5039999999994507,9.0,91.0,217782.0
Santa Fe,Centro,2028,Proyectado,base,3700596,2361199,22.62524611111111,83727.0,111018,27291.0,75.42,27.52399999999966,2.5179999999995744,9.0,100.0,253754.0
Santa Fe,Centro,2029,Proyectado,base,3734448,2382799,22.705748234126983,84793.0,112033,27240.0,75.69,28.015999999999508,1.5319999999999254,10.0,109.0,289725.0
Santa Fe,Centro,2030,Proyectado,base,3768301,2404399,22.705234305555553,85560.0,113049,27489.0,75.68,28.50799999999947,1.0,10.0,117.0,325696.0
Santa Fe,Centro,2015,Histórico,historico,3292846,2101030,20.98,69084.0,98785,29701.0,69.93,21.94,7.98,5.0,52.0,6.0
Santa Fe,Centro,2016,Histórico,historico,3311306,2112809,21.74,71988.0,99339,27351.0,72.47,22.21,8.1,5.0,46.0,176.0
Santa Fe,Centro,2017,Histórico,historico,3326114,2122257,21.55,71678.0,99783,28105.0,71.83,23.15,8.24,5.0,50.0,174.0
Santa Fe,Centro,2018,Histórico,historico,3394197,2165698,21.99,74638.0,101826,27188.0,73.3,23.35,7.49,5.0,47.0,22.0
Santa Fe,Centro,2019,Histórico,historico,3400415,2169666,19.96,67872.0,102012,34140.0,66.53,23.3,8.76,5.0,46.0,495.0
Santa Fe,Centro,2020,Histórico,historico,3435273,2191907,18.82,64652.0,103058,38406.0,62.73,24.15,10.31,5.0,33.0,4670.0
Santa Fe,Centro,2021,Histórico,historico,3466348,2211735,17.2,59621.0,103990,44369.0,57.33,23.45,10.12,6.0,27.0,76.0
Santa Fe,Centro,2022,Histórico,historico,3489506,2226511,22.7,79212.0,104685,25473.0,75.67,24.69,8.02,7.0,54.0,28.0
Santa Fe,Centro,2023,Histórico,historico,3517105,2244121,23.11,81280.0,105513,24233.0,77.03,24.47,6.56,7.0,70.0,595.0
Santa Fe,Centro,2024,Histórico,historico,3579159,2283715,22.37,80066.0,107375,27309.0,74.57,26.1,7.16,7.0,55.0,184266.0
Santa Fe,Centro,2025,Proyectado,optimista,3599037,2296398,22.585632420634916,81287.0,107971,26684.0,75.29,28.65279999999988,5.475999999999203,9.2,111.0,145840.0
Santa Fe,Centro,2026,Proyectado,optimista,3632890,2317999,22.539894742063485,81885.0,108987,27102.0,75.13,29.193999999999836,4.489999999999327,9.2,124.5,181811.0
Santa Fe,Centro,2027,Proyectado,optimista,3666743,2339599,22.629900277777764,82978.0,110002,27024.0,75.43,29.73519999999967,3.5039999999994507,10.35,136.5,217782.0
Santa Fe,Centro,2028,Proyectado,optimista,3700596,2361199,22.612512777777773,83680.0,111018,27338.0,75.38,30.27639999999963,2.5179999999995744,10.35,150.0,253754.0
Santa Fe,Centro,2029,Proyectado,optimista,3734448,2382799,22.733549900793648,84897.0,112033,27136.0,75.78,30.817599999999462,1.5319999999999254,11.5,163.5,289725.0
Santa Fe,Centro,2030,Proyectado,optimista,3768301,2404399,22.736469305555556,85678.0,113049,27371.0,75.79,31.35879999999942,1.0,11.5,175.5,325696.0
Santa Fe,Centro,2025,Proyectado,pesimista,3599037,2296398,22.486822222222205,80931.0,107971,27040.0,74.96,26.047999999999888,6.571199999999044,8.0,62.9,218760.0
Santa Fe,Centro,2026,Proyectado,pesimista,3632890,2317999,22.50861501984126,81771.0,108987,27216.0,75.03,26.53999999999985,5.3879999999991925,8.0,70.55,272716.5
Santa Fe,Centro,2027,Proyectado,pesimista,3666743,2339599,22.634003055555553,82993.0,110002,27009.0,75.45,27.031999999999698,4.204799999999341,9.0,77.35,326673.0
Santa Fe,Centro,2028,Proyectado,pesimista,3700596,2361199,22.625246111111114,83727.0,111018,27291.0,75.42,27.52399999999966,3.021599999999489,9.0,85.0,380631.0
Santa Fe,Centro,2029,Proyectado,pesimista,3734448,2382799,22.705748234126972,84793.0,112033,27240.0,75.69,28.015999999999508,1.8383999999999103,10.0,92.64999999999999,434587.5
Santa Fe,Centro,2030,Proyectado,pesimista,3768301,2404399,22.70523430555555,85560.0,113049,27489.0,75.68,28.50799999999947,1.2,10.0,99.45,488544.0
Santiago del Estero,NOA,2025,Proyectado,base,1061310,675446,17.837453387445898,18931.0,31839,12908.0,59.46,16.527000000000157,6.939000000000306,3.0,23.0,45478.0
Santiago del Estero,NOA,2026,Proyectado,base,1070431,681252,18.05252011904763,19324.0,32113,12789.0,60.18,16.70400000000012,5.890000000000327,3.0,27.0,56794.0
Santiago del Estero,NOA,2027,Proyectado,base,1079553,687057,18.11767000000001,19559.0,32387,12828.0,60.39,16.881000000000085,4.841000000000349,3.0,30.0,68109.0
Santiago del Estero,NOA,2028,Proyectado,base,1088674,692862,18.142795119047634,19752.0,32660,12908.0,60.48,17.05800000000005,3.792000000000371,3.0,34.0,79424.0
Santiago del Estero,NOA,2029,Proyectado,base,1097796,698667,18.17753392857143,19955.0,32934,12979.0,60.59,17.23500000000007,2.7430000000008476,3.0,37.0,90740.0
Santiago del Estero,NOA,2030,Proyectado,base,1106918,704472,18.239821428571435,20190.0,33208,13018.0,60.8,17.412000000000035,1.6940000000008695,3.0,40.0,102055.0
Santiago del Estero,NOA,2015,Histórico,historico,977028,621807,15.99,15623.0,29311,13688.0,53.3,14.57,9.42,2.0,10.0,139.0
Santiago del Estero,NOA,2016,Histórico,historico,981658,624754,15.96,15667.0,29450,13783.0,53.2,14.97,10.72,2.0,15.0,52.0
Santiago del Estero,NOA,2017,Histórico,historico,993755,632453,15.75,15652.0,29813,14161.0,52.5,15.05,8.47,2.0,12.0,110.0
Santiago del Estero,NOA,2018,Histórico,historico,995638,633651,16.54,16468.0,29869,13401.0,55.13,15.77,8.68,2.0,18.0,232.0
Santiago del Estero,NOA,2019,Histórico,historico,1005059,639647,15.75,15830.0,30152,14322.0,52.5,15.79,8.42,3.0,16.0,4.0
Santiago del Estero,NOA,2020,Histórico,historico,1013376,644940,13.61,13792.0,30401,16609.0,45.37,15.48,12.05,3.0,6.0,53.0
Santiago del Estero,NOA,2021,Histórico,historico,1026844,653512,13.83,14201.0,30805,16604.0,46.1,16.05,12.15,3.0,7.0,396.0
Santiago del Estero,NOA,2022,Histórico,historico,1035513,659029,16.53,17117.0,31065,13948.0,55.1,15.82,8.65,3.0,18.0,4.0
Santiago del Estero,NOA,2023,Histórico,historico,1043170,663902,15.29,15950.0,31295,15345.0,50.97,16.48,9.4,3.0,17.0,765.0
Santiago del Estero,NOA,2024,Histórico,historico,1050821,668771,15.95,16761.0,31525,14764.0,53.17,16.15,8.18,3.0,18.0,56445.0
Santiago del Estero,NOA,2025,Proyectado,optimista,1061310,675446,17.982687673160186,19085.0,31839,12754.0,59.94,18.179700000000174,6.939000000000306,3.4499999999999997,34.5,45478.0
Santiago del Estero,NOA,2026,Proyectado,optimista,1070431,681252,18.250256309523824,19536.0,32113,12577.0,60.83,18.374400000000136,5.890000000000327,3.4499999999999997,40.5,56794.0
Santiago del Estero,NOA,2027,Proyectado,optimista,1079553,687057,18.31680547619049,19774.0,32387,12613.0,61.06,18.569100000000095,4.841000000000349,3.4499999999999997,45.0,68109.0
Santiago del Estero,NOA,2028,Proyectado,optimista,1088674,692862,18.35400226190478,19982.0,32660,12678.0,61.18,18.763800000000057,3.792000000000371,3.4499999999999997,51.0,79424.0
Santiago del Estero,NOA,2029,Proyectado,optimista,1097796,698667,18.365425595238104,20161.0,32934,12773.0,61.22,18.95850000000008,2.7430000000008476,3.4499999999999997,55.5,90740.0
Santiago del Estero,NOA,2030,Proyectado,optimista,1106918,704472,18.412169761904774,20381.0,33208,12827.0,61.37,19.15320000000004,1.6940000000008695,3.4499999999999997,60.0,102055.0
Santiago del Estero,NOA,2025,Proyectado,pesimista,1061310,675446,16.33735426046177,17339.0,31839,14500.0,54.46,16.527000000000157,8.326800000000366,3.0,19.55,68217.0
Santiago del Estero,NOA,2026,Proyectado,pesimista,1070431,681252,17.88902255952382,19149.0,32113,12964.0,59.63,16.70400000000012,7.068000000000393,3.0,22.95,85191.0
Santiago del Estero,NOA,2027,Proyectado,pesimista,1079553,687057,18.122056904761916,19564.0,32387,12823.0,60.41,16.881000000000085,5.809200000000419,3.0,25.5,102163.5
Santiago del Estero,NOA,2028,Proyectado,pesimista,1088674,692862,18.142795119047626,19752.0,32660,12908.0,60.48,17.05800000000005,4.550400000000445,3.0,28.9,119136.0
Santiago del Estero,NOA,2029,Proyectado,pesimista,1097796,698667,18.17753392857143,19955.0,32934,12979.0,60.59,17.23500000000007,3.2916000000010173,3.0,31.45,136110.0
Santiago del Estero,NOA,2030,Proyectado,pesimista,1106918,704472,18.23982142857143,20190.0,33208,13018.0,60.8,17.412000000000035,2.032800000001043,3.0,34.0,153082.5
Tierra del Fuego,Patagonia,2025,Proyectado,base,192501,124803,23.252274067460306,4476.0,5775,1299.0,77.51,22.299000000000433,4.128999999999223,1.0,4.0,383.0
Tierra del Fuego,Patagonia,2026,Proyectado,base,194212,125912,23.25468501984126,4516.0,5826,1310.0,77.52,22.946000000000367,3.331999999999198,1.0,4.0,478.0
Tierra del Fuego,Patagonia,2027,Proyectado,base,195923,127021,23.231109126984116,4552.0,5878,1326.0,77.44,23.593000000000302,2.5349999999991724,1.0,4.0,573.0
Tierra del Fuego,Patagonia,2028,Proyectado,base,197634,128130,23.163786031746017,4578.0,5929,1351.0,77.21,24.240000000000236,1.737999999999147,1.0,4.0,668.0
Tierra del Fuego,Patagonia,2029,Proyectado,base,199345,129240,23.159561031746016,4617.0,5980,1363.0,77.2,24.88700000000017,1.0,1.0,5.0,763.0
Tierra del Fuego,Patagonia,2030,Proyectado,base,201056,130349,23.156077698412677,4656.0,6032,1376.0,77.19,25.534000000000106,1.0,1.0,5.0,858.0
Tierra del Fuego,Patagonia,2015,Histórico,historico,176494,114425,22.63,3994.0,5295,1301.0,75.43,18.41,5.67,1.0,2.0,0.0
Tierra del Fuego,Patagonia,2016,Histórico,historico,178460,115699,22.49,4014.0,5354,1340.0,74.97,18.88,7.17,1.0,3.0,1.0
Tierra del Fuego,Patagonia,2017,Histórico,historico,179450,116341,22.83,4097.0,5384,1287.0,76.1,19.0,6.36,1.0,2.0,1.0
Tierra del Fuego,Patagonia,2018,Histórico,historico,180686,117142,23.14,4181.0,5421,1240.0,77.13,19.82,6.53,1.0,3.0,1.0
Tierra del Fuego,Patagonia,2019,Histórico,historico,182259,118162,22.01,4012.0,5468,1456.0,73.37,19.45,6.26,1.0,4.0,1.0
Tierra del Fuego,Patagonia,2020,Histórico,historico,184237,119445,18.33,3377.0,5527,2150.0,61.1,18.9,9.07,1.0,2.0,4.0
Tierra del Fuego,Patagonia,2021,Histórico,historico,185520,120276,18.3,3395.0,5566,2171.0,61.0,19.98,7.37,1.0,1.0,0.0
Tierra del Fuego,Patagonia,2022,Histórico,historico,187361,121470,23.64,4429.0,5621,1192.0,78.8,20.46,4.61,1.0,4.0,1.0
Tierra del Fuego,Patagonia,2023,Histórico,historico,188340,122105,23.2,4369.0,5650,1281.0,77.33,20.65,5.56,1.0,4.0,5.0
Tierra del Fuego,Patagonia,2024,Histórico,historico,191382,124077,23.4,4478.0,5741,1263.0,78.0,21.8,5.99,1.0,2.0,477.0
Tierra del Fuego,Patagonia,2025,Proyectado,optimista,192501,124803,23.213511805555555,4469.0,5775,1306.0,77.38,24.52890000000048,4.128999999999223,1.15,6.0,383.0
Tierra del Fuego,Patagonia,2026,Proyectado,optimista,194212,125912,23.21694942460316,4509.0,5826,1317.0,77.39,25.240600000000406,3.331999999999198,1.15,6.0,478.0
Tierra del Fuego,Patagonia,2027,Proyectado,optimista,195923,127021,23.19681853174602,4545.0,5878,1333.0,77.32,25.952300000000335,2.5349999999991724,1.15,6.0,573.0
Tierra del Fuego,Patagonia,2028,Proyectado,optimista,197634,128130,23.183033531746013,4582.0,5929,1347.0,77.28,26.66400000000026,1.737999999999147,1.15,6.0,668.0
Tierra del Fuego,Patagonia,2029,Proyectado,optimista,199345,129240,23.17487519841268,4620.0,5980,1360.0,77.25,27.37570000000019,1.0,1.15,7.5,763.0
Tierra del Fuego,Patagonia,2030,Proyectado,optimista,201056,130349,23.171775198412682,4659.0,6032,1373.0,77.24,28.08740000000012,1.0,1.15,7.5,858.0
Tierra del Fuego,Patagonia,2025,Proyectado,pesimista,192501,124803,23.2519604563492,4476.0,5775,1299.0,77.51,22.299000000000433,4.954799999999068,1.0,3.4,574.5
Tierra del Fuego,Patagonia,2026,Proyectado,pesimista,194212,125912,23.245496408730148,4515.0,5826,1311.0,77.48,22.946000000000367,3.9983999999990374,1.0,3.4,717.0
Tierra del Fuego,Patagonia,2027,Proyectado,pesimista,195923,127021,23.221920515873002,4550.0,5878,1328.0,77.41,23.593000000000302,3.041999999999007,1.0,3.4,859.5
Tierra del Fuego,Patagonia,2028,Proyectado,pesimista,197634,128130,23.159210198412683,4577.0,5929,1352.0,77.2,24.240000000000236,2.0855999999989763,1.0,3.4,1002.0
Tierra del Fuego,Patagonia,2029,Proyectado,pesimista,199345,129240,23.141286031746017,4613.0,5980,1367.0,77.14,24.88700000000017,1.2,1.0,4.25,1144.5
Tierra del Fuego,Patagonia,2030,Proyectado,pesimista,201056,130349,23.124731865079347,4649.0,6032,1383.0,77.08,25.534000000000106,1.2,1.0,4.25,1287.0
Tucumán,NOA,2025,Proyectado,base,1719990,1101877,17.87083422619048,30738.0,51600,20862.0,59.57,16.68000000000012,6.564999999999145,10.0,43.0,200732.0
Tucumán,NOA,2026,Proyectado,base,1735745,1111970,18.06972500000001,31364.0,52072,20708.0,60.23,16.768000000000114,5.441999999999098,10.0,49.0,250852.0
Tucumán,NOA,2027,Proyectado,base,1751500,1122063,18.32206095238095,32091.0,52545,20454.0,61.07,16.85600000000011,4.318999999999505,10.0,55.0,300972.0
Tucumán,NOA,2028,Proyectado,base,1767255,1132156,18.43010845238095,32571.0,53018,20447.0,61.43,16.944000000000102,3.195999999999458,10.0,61.0,351091.0
Tucumán,NOA,2029,Proyectado,base,1783010,1142250,19.280288809523807,34377.0,53490,19113.0,64.27,17.032000000000096,2.0729999999994106,11.0,67.0,401211.0
Tucumán,NOA,2030,Proyectado,base,1798765,1152343,19.80537595238095,35625.0,53963,18338.0,66.02,17.12000000000009,1.0,11.0,73.0,451331.0
Tucumán,NOA,2015,Histórico,historico,1568386,1004755,16.22,25439.0,47052,21613.0,54.07,15.06,8.03,7.0,19.0,281.0
Tucumán,NOA,2016,Histórico,historico,1582674,1013908,15.2,24057.0,47480,23423.0,50.67,14.88,8.1,7.0,24.0,93.0
Tucumán,NOA,2017,Histórico,historico,1599330,1024578,16.93,27077.0,47980,20903.0,56.43,14.89,8.17,7.0,23.0,395.0
Tucumán,NOA,2018,Histórico,historico,1614368,1034212,17.32,27961.0,48431,20470.0,57.73,15.19,8.55,7.0,18.0,4.0
Tucumán,NOA,2019,Histórico,historico,1626680,1042100,16.03,26076.0,48800,22724.0,53.43,15.72,9.48,8.0,19.0,5.0
Tucumán,NOA,2020,Histórico,historico,1643140,1052644,12.12,19915.0,49294,29379.0,40.4,16.2,12.4,8.0,14.0,104.0
Tucumán,NOA,2021,Histórico,historico,1657817,1062047,13.49,22364.0,49735,27371.0,44.97,16.4,12.28,8.0,15.0,46.0
Tucumán,NOA,2022,Histórico,historico,1673815,1072296,16.11,26965.0,50214,23249.0,53.7,16.51,7.93,9.0,28.0,347.0
Tucumán,NOA,2023,Histórico,historico,1676055,1073731,16.31,27336.0,50282,22946.0,54.37,16.26,8.27,9.0,35.0,1280.0
Tucumán,NOA,2024,Histórico,historico,1712796,1097268,16.96,29049.0,51384,22335.0,56.53,16.71,8.79,9.0,34.0,250086.0
Tucumán,NOA,2025,Proyectado,optimista,1719990,1101877,17.99780136904761,30956.0,51600,20644.0,59.99,18.348000000000134,6.564999999999145,11.5,64.5,200732.0
Tucumán,NOA,2026,Proyectado,optimista,1735745,1111970,18.22859047619048,31640.0,52072,20432.0,60.76,18.44480000000013,5.441999999999098,11.5,73.5,250852.0
Tucumán,NOA,2027,Proyectado,optimista,1751500,1122063,18.48426035714285,32375.0,52545,20170.0,61.61,18.54160000000012,4.318999999999505,11.5,82.5,300972.0
Tucumán,NOA,2028,Proyectado,optimista,1767255,1132156,18.584213869047623,32843.0,53018,20175.0,61.95,18.638400000000114,3.195999999999458,11.5,91.5,351091.0
Tucumán,NOA,2029,Proyectado,optimista,1783010,1142250,19.41200797619047,34612.0,53490,18878.0,64.71,18.735200000000106,2.0729999999994106,12.649999999999999,100.5,401211.0
Tucumán,NOA,2030,Proyectado,optimista,1798765,1152343,20.011812857142854,35997.0,53963,17966.0,66.71,18.8320000000001,1.0,12.649999999999999,109.5,451331.0
Tucumán,NOA,2025,Proyectado,pesimista,1719990,1101877,16.80720958333333,28908.0,51600,22692.0,56.02,16.68000000000012,7.877999999998973,10.0,36.55,301098.0
Tucumán,NOA,2026,Proyectado,pesimista,1735745,1111970,17.942048392857142,31143.0,52072,20929.0,59.81,16.768000000000114,6.5303999999989175,10.0,41.65,376278.0
Tucumán,NOA,2027,Proyectado,pesimista,1751500,1122063,18.318008571428575,32084.0,52545,20461.0,61.06,16.85600000000011,5.182799999999406,10.0,46.75,451458.0
Tucumán,NOA,2028,Proyectado,pesimista,1767255,1132156,18.424006071428572,32560.0,53018,20458.0,61.41,16.944000000000102,3.8351999999993494,10.0,51.85,526636.5
Tucumán,NOA,2029,Proyectado,pesimista,1783010,1142250,19.280288809523803,34377.0,53490,19113.0,64.27,17.032000000000096,2.4875999999992926,11.0,56.949999999999996,601816.5
Tucumán,NOA,2030,Proyectado,pesimista,1798765,1152343,19.80537595238095,35625.0,53963,18338.0,66.02,17.12000000000009,1.2,11.0,62.05,676996.5
